,temp,humidity,PM25,light,band1,band2,band3,band4,band5,band6,band7,lat,lon,dss
0,19.673875,70.29125,13.824166666666668,55.58075,11314.916666666662,11703.833333333338,13743.666666666659,14138.833333333341,17028.333333333336,16558.583333333336,13927.708333333341,41.913583,-87.682414,0
1,19.67054166666667,68.71391666666668,13.588833333333335,25.253083333333336,9739.583333333332,10280.5,11286.25,11414.166666666662,15445.5,14083.083333333341,12610.458333333338,41.736495,-87.614529,0
2,22.765750000000008,40.482416666666666,9.926666666666668,54.753458333333334,10935.58333333333,11270.875,12420.333333333338,12504.166666666662,17786.583333333336,16149.541666666659,13719.208333333341,41.838618,-87.607817,0
3,19.943458333333336,77.47283333333334,15.023833333333336,79.64979166666667,9862.166666666668,10312.625,11315.333333333338,11550.625,13867.166666666659,13758.625,12703.25,41.808594,-87.665048,0
4,19.741125000000004,89.32383333333335,10.264083333333334,68.24958333333333,11955.583333333338,12760.125,13990.583333333341,14707.083333333341,17148.708333333336,17261.458333333336,15580.208333333341,41.896157,-87.662391,0
5,18.394208333333335,75.32191666666667,26.594916666666666,40.36545833333333,14458.708333333341,14836.625,17193.875,18575.791666666664,19589.5,18932.583333333325,16811.541666666664,41.968757000000004,-87.679174,0
6,18.578416666666666,73.90758333333333,19.776083333333336,42.06120833333334,9727.0,11698.958333333338,15025.0,15394.416666666659,16661.416666666664,19162.416666666664,18560.666666666664,41.96904,-87.659672,0
7,19.166083333333336,89.46216666666668,16.843999999999998,53.58645833333333,10512.708333333332,11039.666666666662,11900.25,12300.416666666662,14527.458333333341,14659.375,13727.375,41.880732,-87.72565999999999,0
8,19.585416666666664,95.46000000000002,15.115916666666665,79.83224999999999,9767.0,10424.291666666668,11489.875,11826.041666666662,13660.0,13854.375,12671.083333333338,41.736593,-87.604759,0
9,23.44597916666667,54.07460416666667,17.432000000000006,23.563541666666666,12433.708333333338,13352.208333333336,15195.916666666666,15652.958333333334,17999.16666666667,18251.125,16138.958333333334,41.751142,-87.71299,0
10,19.690125,79.83033333333334,12.455083333333334,36.40525,10353.083333333332,10833.666666666668,11761.541666666662,12130.0,13723.583333333341,14306.541666666659,13121.666666666659,41.764122,-87.72242,0
11,20.23091666666667,83.98900000000002,15.656,54.41904166666666,9536.583333333332,9778.375,10570.458333333332,10069.875,18562.791666666664,13542.75,11140.75,41.810342,-87.590228,0
12,18.146333333333335,72.77225,18.943833333333334,40.27679166666667,11239.125,11857.541666666662,13007.666666666662,13625.125,14852.208333333341,15846.25,15017.541666666659,41.823527,-87.641054,0
13,18.74025,83.92583333333333,19.301416666666665,55.075750000000006,10898.083333333332,11640.958333333338,12421.833333333338,12923.541666666662,15730.541666666659,15721.458333333341,14464.666666666659,41.846579,-87.68555699999999,0
14,20.038,84.84150000000001,12.71775,54.812333333333335,11851.208333333338,12515.333333333338,13331.833333333341,14124.875,16084.375,16737.708333333336,15434.208333333341,41.912681,-87.68105200000001,0
15,19.011041666666667,78.46424999999999,20.345833333333335,58.60775,9434.0,9601.041666666668,10313.041666666668,9945.0,19834.125,14353.916666666659,11604.166666666662,41.788608,-87.598713,0
17,19.199250000000003,87.60183333333333,15.890499999999998,80.19562499999999,11473.416666666662,12180.791666666662,13181.791666666659,13916.75,14855.375,17418.25,17141.875,41.916585999999995,-87.66640600000001,0
18,18.810166666666667,79.77833333333334,20.871083333333335,52.59804166666667,11869.666666666662,12337.041666666662,13374.25,13899.541666666659,16673.25,20881.916666666664,18806.666666666664,41.846897,-87.673061,0
